zoneID,hiEduRatio,whiteRatio,blackRatio,indiaRatio,asianRatio,pacifRatio,otherRatio,agricRatio,cnstrRatio,manufRatio,wholeRatio,retaiRatio,transRatio,inforRatio,finanRatio,profeRatio,educaRatio,artsRatio,otherServicesRatio
01000,0.244180924015,0.710951181669,0.259279980212,0.0051487486227,0.00672528164422,0.000266915517978,0.00655595781521,0.0194303789887,0.0759347126767,0.183610050886,0.0364833878332,0.121728642337,0.0529052088102,0.0222655165715,0.0576729686505,0.0711284149633,0.192832059761,0.0637088328284,0.0507866673541
02000,0.318846230859,0.692618976221,0.0350404828594,0.154740865038,0.0406678874264,0.00497980642239,0.015741739136,0.0489251665885,0.0729366466334,0.032749385505,0.0256276373556,0.115929983093,0.0889525879829,0.0271798587727,0.0459414915534,0.0757356179759,0.217257718483,0.0855995055624,0.0563559382237
04000,0.302675770165,0.754627305174,0.0300773861778,0.0494173037552,0.0177800707593,0.00120180125957,0.116393652868,0.0146332026275,0.08663844758,0.102368826926,0.0328888797333,0.12264375702,0.049792118599,0.0280236846866,0.0785090398405,0.102848002064,0.180108499582,0.100818896876,0.0462627921849
05000,0.206796441774,0.799418717738,0.156310690506,0.00691703448792,0.00713735318321,0.000573801152091,0.015397621007,0.0372124060102,0.0704031620958,0.193614448282,0.0326743077163,0.13001033749,0.0593242366833,0.0220649582964,0.0481166252911,0.053754093876,0.196430199787,0.0631728849266,0.049965101385
06000,0.33749954223,0.594094476891,0.0655176270136,0.00921759106613,0.108733268603,0.00336145439395,0.169045332545,0.0192077167576,0.0621664159238,0.131133259161,0.0405130726912,0.11150560693,0.0468367669167,0.0392326805322,0.0690889988727,0.116287341035,0.185062933931,0.0818137706768,0.0517125975479
08000,0.396747930586,0.827333891154,0.0370307684188,0.0100205497876,0.0216927082546,0.000999241850239,0.0722002222139,0.0202512794793,0.0907738729563,0.0912250804238,0.0346178159382,0.117833170234,0.0485920966591,0.0494083513741,0.076766488572,0.116791538522,0.169819979557,0.090474126086,0.0475627087685
09000,0.379819455946,0.815663186578,0.0898241554632,0.0027657672075,0.0241595741088,0.000398465452869,0.0436958331437,0.0044729758958,0.0600279974045,0.148162144625,0.0319813270529,0.11152880248,0.0388491024008,0.0331655091202,0.0982720915143,0.101135517051,0.220235034005,0.0669438369662,0.0447591982889
10000,0.316225532295,0.746151097499,0.18992215416,0.00397013782542,0.0204862174579,0.000427514037774,0.0207261357836,0.0107268630693,0.07395219354,0.131949438843,0.0275575819177,0.115649490063,0.0477746137984,0.0189882991739,0.116204144783,0.0925795690678,0.193879690349,0.076905928967,0.0418034505362
11000,0.418261016552,0.306447411893,0.5999608432,0.00350663130901,0.0258050306,0.00066951136159,0.0379820962523,0.000771546285176,0.0392880490141,0.0152940997613,0.00906471867066,0.0595876978275,0.0361866609909,0.0640269395077,0.0736883713152,0.188378916643,0.179819693814,0.0908524256199,0.0929086154735
12000,0.293507319283,0.779815244014,0.144665893899,0.00340550073337,0.0165417812043,0.000426219427422,0.0295533618339,0.0132183529289,0.0803584307582,0.0726042298215,0.0397938712921,0.134873861462,0.0534919922625,0.0308485418325,0.0805644336628,0.105719947271,0.180837240979,0.104711233534,0.0513827855624
13000,0.295011246701,0.650730542275,0.286095821963,0.00289356086207,0.0209447241681,0.000472243595609,0.0236896247984,0.0138553074727,0.0793566049509,0.148142225704,0.0385508870876,0.119681563099,0.0602392443687,0.0352876589033,0.0654312409434,0.0943846431909,0.17594685704,0.0714725102324,0.0473543110552
15000,0.342367444799,0.24139337057,0.0172879573633,0.00265447939271,0.415959231951,0.0929076041425,0.0122332211067,0.022529833113,0.0598242453649,0.0352829196016,0.0319533601408,0.122126605058,0.0623878760162,0.0246844726524,0.070396665607,0.0948840789055,0.190095350701,0.160229704281,0.0443439317803
16000,0.289036895004,0.90928186727,0.00405269743182,0.0135460870681,0.00874915858613,0.000952121135775,0.0425595056389,0.0575574732298,0.080720256634,0.131161241999,0.035857690261,0.125909787757,0.0465274174956,0.0229859555295,0.0510765648016,0.0796459438855,0.192098463099,0.0799095175101,0.0454214091847
17000,0.321125739951,0.734628291643,0.150138900821,0.00244836803512,0.0340953385994,0.00030686126819,0.0582980850842,0.0113970326674,0.0572887710573,0.159631830638,0.0382278292219,0.110312290798,0.0603774781702,0.0295942953978,0.0792309861594,0.101301947392,0.19405984895,0.0715571338814,0.0472985170194
18000,0.252010773441,0.874491755181,0.082961967672,0.00282345898395,0.00940599310746,0.000289779515943,0.016132265765,0.0141782573299,0.0661519357717,0.228680677761,0.034232392433,0.117744523593,0.0517409770894,0.0211501921978,0.0565616048164,0.062763264483,0.193216654402,0.0734628052182,0.0469041614421
19000,0.286271742158,0.939655690894,0.0204208419847,0.00316540478771,0.0119682577869,0.000326348005211,0.0129732729527,0.0442356640015,0.0616344568725,0.170117652113,0.0357540796984,0.120404801667,0.0491134475667,0.0281712641024,0.0673875163107,0.0605155267496,0.217571834374,0.0663296675563,0.044492742728
20000,0.316289552065,0.860029578734,0.0560121231148,0.0091961145923,0.0166536602567,0.000449334887655,0.0339192045285,0.0383716875474,0.0648021740006,0.150393190522,0.0332648830077,0.1149160173,0.0523170169333,0.0334502534789,0.0608752069274,0.071996675487,0.21894987628,0.0697471592355,0.0464353030465
21000,0.220280630608,0.90038990353,0.0727193958883,0.00224654105665,0.0071735915635,0.0002857659604,0.00547186145472,0.0332148116183,0.0720795166894,0.175599355823,0.033840414978,0.120763136002,0.0604683183337,0.0218560789739,0.054135544058,0.062214446822,0.20330997006,0.0722769293052,0.0473512231797
22000,0.221791784304,0.639064519478,0.32324317696,0.00578051884817,0.0124171622313,0.000308571807054,0.00711639534426,0.0422118862044,0.0787621835675,0.101253552669,0.0352348041908,0.118990029577,0.0533530765314,0.0196665149205,0.0568929196118,0.0759200486884,0.217130896431,0.0910438999944,0.0519538799758
23000,0.302214180365,0.969801313491,0.00474303153994,0.0058991797936,0.00647803828153,0.000236092689519,0.00206836020685,0.0257799942629,0.0687584032974,0.14244139927,0.0344064447582,0.135273256401,0.0430393053969,0.0245091833317,0.0616159010017,0.0690276293206,0.232236290706,0.071482714247,0.0467652012545
24000,0.367761711526,0.640239774069,0.277210777108,0.00295497807414,0.0395947426275,0.000383272985145,0.0182711707347,0.00620213405856,0.0694970244861,0.0725819900424,0.0278405969506,0.104789536496,0.0488004977655,0.039621508041,0.0713674789349,0.124147724114,0.206386380914,0.0679869363382,0.055750966951
25000,0.404036248545,0.845023945925,0.0531031420689,0.0024105790162,0.0375243912638,0.000289017477604,0.0373097150666,0.0039353551484,0.0550253757647,0.128236900788,0.0326890718288,0.11167645813,0.0417008453105,0.0374655933228,0.082104035732,0.11564408066,0.237453129256,0.0677064566714,0.0438567492764
26000,0.287466951457,0.800964617801,0.141040488833,0.00612188386834,0.0175906811972,0.000268553105496,0.01318143967,0.0106730816712,0.059963630961,0.225479200795,0.0327023774432,0.118797333282,0.0413586227464,0.0213235216426,0.0531827653106,0.0800263333751,0.198685228835,0.0757373485189,0.0459018415465
27000,0.35115482035,0.894835408384,0.0341208896308,0.0110922315148,0.0283048265883,0.000350443614049,0.0132501836068,0.0263107712033,0.0594047547989,0.162505242155,0.0359892808113,0.119266865785,0.0510390124827,0.0253716406607,0.071655311572,0.0880077331955,0.208954026401,0.0720921254892,0.0458604226436
28000,0.226257839896,0.613554599534,0.363290420149,0.00416078136634,0.00622535292467,0.000237989944661,0.00481463852597,0.0336423156972,0.0756984063942,0.183414669901,0.0338502736693,0.118166151601,0.0538551487496,0.0182806989433,0.0475098737422,0.0516119299693,0.201465251416,0.0832667129174,0.0479113008112
29000,0.266620924998,0.848395529677,0.111182044788,0.00468257586711,0.0108001288959,0.000548862232363,0.00813624365551,0.02197767882,0.0687973019545,0.148025300949,0.0365025486056,0.118841622259,0.056676187882,0.0303330719765,0.0668382542164,0.0747000290452,0.203811320414,0.0776150860596,0.0500164790265
30000,0.302377514613,0.906238673458,0.00261473406525,0.0612040634231,0.00483598335171,0.000495458298927,0.00565066310498,0.0790911246382,0.074473504438,0.059660498102,0.0303701843057,0.127866058496,0.0542494078319,0.0217922563894,0.0548175136216,0.0649189979741,0.217018759229,0.103608880292,0.0527516743862
31000,0.310635820393,0.896289465734,0.0394065669625,0.00901147281277,0.0123452677934,0.000393276778613,0.0279261574638,0.0557910804036,0.0647419112509,0.122474314239,0.0356403115692,0.121179339221,0.061467995536,0.024773236879,0.0767979462791,0.0725721783281,0.207279218729,0.0725402599298,0.0460605286827
32000,0.243276475832,0.75219703972,0.0663027828753,0.0132540509054,0.0445993683495,0.00390640443146,0.0791194526029,0.0160059146237,0.0924984999143,0.0490678038745,0.0269168952512,0.112915738042,0.0515408023316,0.022468069604,0.0645208297617,0.0880464597977,0.128543416767,0.263242542431,0.0393686782102
33000,0.373641817165,0.960075611797,0.00726986711291,0.0021524762378,0.0124795069697,0.000207964809441,0.00602126905467,0.00896798290291,0.0680150137278,0.180793121832,0.0359917710268,0.136876585376,0.0414920929032,0.0268532474177,0.0625792207672,0.0881418898676,0.200331555715,0.0691396605472,0.0426812686385
34000,0.350482051413,0.724885344679,0.133969468824,0.00213765769192,0.0572586117763,0.00032195000208,0.0542916565154,0.00319440692714,0.0559026275503,0.119665956883,0.0438391718137,0.113251320433,0.0594428547233,0.0440161325398,0.0892960532695,0.114895865321,0.198261076058,0.0688258238104,0.0439708164168
35000,0.293575701819,0.667756615281,0.0184233933611,0.0947067858647,0.0100525220363,0.000686073909071,0.169848920808,0.0400057134171,0.0794138767894,0.0651644048873,0.0271872166224,0.121562121617,0.0467949826763,0.0243920976627,0.0545775478433,0.0939765382982,0.217394210055,0.0980047594337,0.0510905288318
36000,0.345387886469,0.679321645763,0.157365624152,0.00417960001701,0.0550378292428,0.000416463410425,0.0712669915148,0.00648599282261,0.0517461077124,0.100134343506,0.0338035793443,0.10466792986,0.0549308909902,0.0406433839581,0.0878788088448,0.101291329535,0.243252405944,0.072919107125,0.050549517666
37000,0.292407676405,0.72082735508,0.215441243246,0.012542188383,0.0138262731242,0.000459542323674,0.0230004722142,0.0159971616379,0.0815840863473,0.197464874092,0.0343369655619,0.115005957266,0.046123907475,0.0234779296167,0.0604542895846,0.0774104704083,0.191762004277,0.0694386887896,0.0462535894587
38000,0.314279770427,0.924610713173,0.00571940205543,0.0487511678605,0.0052039862971,0.000291186546247,0.00367486764248,0.0818426438263,0.0622394451603,0.07096882185,0.0371535410192,0.126815988277,0.0574894514768,0.0234909926981,0.0593085979939,0.0600097273807,0.242230728417,0.0815236615377,0.0492306526188
39000,0.270265821521,0.849150367211,0.113480411587,0.00237810861136,0.0116382780447,0.000232622869092,0.00785236507257,0.0106471930287,0.0600782092398,0.200323943597,0.0357668901877,0.119036869409,0.0494845131822,0.0237091541833,0.0627691624207,0.0804664787794,0.197120974422,0.0747261982442,0.0448243531541
40000,0.256846375659,0.760632332306,0.0749226088736,0.0773189662018,0.0131992370142,0.000533232251046,0.024583745574,0.0406025771114,0.0694378293867,0.125469165778,0.0341727410153,0.12022874582,0.0555032822191,0.0269760615442,0.060337307545,0.0731659177271,0.20478665576,0.074527469171,0.0556055280024
41000,0.317283711492,0.864415404342,0.0155000922137,0.0126948070073,0.0289752817488,0.00221634483438,0.04291723941,0.0319879540647,0.0692518410168,0.143664733755,0.0405567374732,0.124525040101,0.0473789585623,0.0242515983533,0.0613649725483,0.0886096245843,0.192830800931,0.082379010781,0.0492397877094
42000,0.282525376578,0.853849922002,0.0986616458164,0.00158870728848,0.0176394469074,0.000302987023752,0.0153232776275,0.0129935438224,0.0600270628814,0.16032510834,0.0355680551871,0.121018661006,0.0538312549748,0.0263272309189,0.065826125409,0.084715132219,0.21881843106,0.0703760502344,0.0484705049969
44000,0.325828962542,0.849708914939,0.043150987438,0.00488782517535,0.0227268608124,0.000420673478207,0.0508805048845,0.00478500432368,0.0544044606785,0.164279822899,0.0338804667576,0.120675572313,0.0388911411516,0.0226588727281,0.0692747203588,0.0829786851623,0.230135541838,0.0863337800136,0.0465299731792
45000,0.270986244275,0.671901778958,0.294796476182,0.00366100599899,0.00909892592545,0.000344964072889,0.00971133685542,0.0113909135748,0.0825384994794,0.194216035513,0.033157779361,0.119254672001,0.0502537403409,0.0211289527046,0.0563182988984,0.068786101825,0.186171973475,0.0828075848085,0.0470181399682
46000,0.28643495749,0.886907758424,0.00598534266683,0.0817705380185,0.00626487062227,0.000321920820726,0.00455988257176,0.0809486795255,0.062632721911,0.110640991738,0.0332048518456,0.119744212323,0.0465284622556,0.0214572097881,0.0737633322916,0.0497471772804,0.2198262161,0.0825540303387,0.0507141273543
47000,0.243101068966,0.801938311031,0.163441333469,0.00273162716638,0.00951473146968,0.000379485429007,0.00977715469594,0.0135957472325,0.0728813661593,0.189255094398,0.0381586777682,0.118037228309,0.0626571198633,0.0238343242931,0.0578219953101,0.0741813173593,0.186176619886,0.0751460040926,0.0482976937274
48000,0.284639000576,0.709673544084,0.114405073514,0.00545539909706,0.026660886196,0.000597741588024,0.11778214084,0.0268233725044,0.0805258874128,0.118443571474,0.0393018604839,0.119986935766,0.0579972303477,0.0306740945676,0.0682377751297,0.0951581764304,0.192736549925,0.07288162097,0.0520647208061
49000,0.340410487757,0.891808904745,0.00723187542009,0.0128275110392,0.0165137524298,0.0064330106678,0.0421325031827,0.019426214282,0.0823028796528,0.120934120544,0.0351688399233,0.127588901166,0.0490720650502,0.0332375172593,0.0679802597184,0.0939789076968,0.191764924423,0.0795078717916,0.0441685928825
50000,0.371287630837,0.96716472824,0.00489630059114,0.00427379206244,0.00796778066676,0.000252945417992,0.00209254845794,0.0304067050521,0.0667068179382,0.150620873196,0.031220241286,0.119908303745,0.0371546412557,0.0265660572502,0.0467278815895,0.0707492731779,0.240847717369,0.0858848310178,0.0471819483247
51000,0.350964326292,0.722881706121,0.19552236592,0.00316365791412,0.0362159294711,0.000510982882709,0.0195494393951,0.0127247265832,0.0733023368664,0.113432183288,0.0273913475376,0.114115816842,0.0464381461077,0.0382670695211,0.0662893056328,0.115945481616,0.183481033931,0.0720751369831,0.0538277178976
53000,0.357628607864,0.816927918514,0.0313960300442,0.0154898414878,0.0544574839913,0.00368808173432,0.0388744988438,0.0246896434219,0.0697531823138,0.124796239569,0.0406361119682,0.121261886473,0.0540443895277,0.0342442805691,0.0610733637778,0.0975279573272,0.193725073576,0.0793407504397,0.0484582932733
54000,0.19164367804,0.949754029101,0.0309670062776,0.00208478032941,0.00522301066611,0.000223961812575,0.00173584229549,0.0408708932907,0.0703069445715,0.118943921777,0.027691753347,0.13087830451,0.0599803732361,0.0217231971152,0.0455974220423,0.0671349974682,0.229705475703,0.07951705604,0.0497097613806
55000,0.299200374697,0.889978046768,0.0559979864552,0.00925876381399,0.0154888206314,0.000294014831249,0.0157132935907,0.027575893306,0.0590966845526,0.221887254678,0.0321687066373,0.116230243974,0.045214036948,0.0219903653665,0.0614495827125,0.0656336096968,0.200411711473,0.0725899247694,0.0405963600464
56000,0.298999249199,0.919626474841,0.00633072894516,0.0230121794638,0.00601885042387,0.000469842967139,0.0255072076341,0.106747422787,0.0866233847047,0.0487399141275,0.0228122212773,0.11805189687,0.0657401837755,0.0221982535106,0.0473004086204,0.0593723424115,0.214627367198,0.0961315882268,0.0488892576383
72000,0.254324340151,0.805571849047,0.0786830365934,0.00271280073308,0.00228351025702,0.000111851830458,0.0679507746921,0.0170798128622,0.0862509601285,0.134767125201,0.0435272569062,0.117459567177,0.0424433188486,0.022427527085,0.0497956202027,0.0676725411311,0.192696040779,0.0653940152439,0.0538456167113
